Quantity,Brand,Part Number,Subcategory,Application,Engine,Description,Jobber,Public Price,Last Purchase,Last Sale,Category,Dealer,Type
,K&N,E-4660,Air Filter,K&N Replacement Industrial Filter Round 5.5in ID / 7in OD / 2in H,All,K&N Replacement Industrial Filter Round 5.5in ID / 7in OD / 2in H,"$1,480.00 ","$1,660.00 ",10-Oct-21,10-Oct-21,D,$0.00 ,E
2,Nitrous Express,16185,Nitrous,Universal,All,Nitrous Express 3/8-10mm Late Model Billet Fuel Line Adapter,"$1,500.00 ","$1,660.00 ",6-May-25,31-Dec-69,-,$49.13 ,E
,Energy Suspension,19.3102G,Suspension,Subaru Impreza,2.0L/2.5T,Energy Suspension Subaru Crosstrek/Forester/Impreza/Legacy/WRX Black Front Control Arm Bushing Set,"$1,490.00 ","$1,670.00 ",27-Jun-21,28-Jun-21,D,$0.00 ,E
,K&N,33-2465,Air Filter,BMW X3 L6 3.0 11-12,3.0L,K&N Replacement Filter for 11-12 BMW X3 3.0L L6,"$1,490.00 ","$1,670.00 ",4-Jul-21,4-Jul-21,D,$0.00 ,E
8,Enkei,A379-0000SP,Wheel,Enkei RPF1 Cap,All,Enkei RPF1 16-18in. Silver Center Cap,$630.00 ,$700.00 ,5-Jun-24,16-May-24,D,$0.00 ,E
1,Perrin,PSP-ENG-711HP,Engine,Subaru,All,Perrin 02-21 Subaru WRX / 2022 BRZ & GR86 / 04-21 STI / 00-18 Forester XT Oil Fill Cap - Hyper Pink,"$1,500.00 ","$1,680.00 ",9-Jan-23,31-Dec-69,-,$0.00 ,E
4,Enkei,442-880-4445GM,Wheel,18x8 5x112 +45 72.6mm / Mini Cooper F56,All,Enkei EKM3 18x8 5x112 Bolt Pattern 45mm Offset 72.6 Bore Dia Performance Gunmetal Wheel,"$5,480.00 ","$6,130.00 ",4-Nov-24,25-Jun-24,D,$0.00 ,E
4,Enkei,3797808045SP,Wheel,17x8 5x100 +45 73mm,All,Enkei RPF1 17x8 5x100 45mm Offset 73mm Bore Silver Wheel 02-10 WRX & 04 STI,"$7,060.00 ","$7,910.00 ",18-Dec-24,24-Nov-24,D,$0.00 ,E
2,Enkei,460-895-6635SP,Wheel,18x9.5 5x114.3 +35mm 75 Bore / Nissan,All,Enkei PF01 18x9.5 5x114.3 35mm Offset 75mm Bore Silver Wheel,"$8,330.00 ","$9,330.00 ",28-May-25,28-May-25,A,$0.00 ,E
,K&N,RF-1044,Air Filter,Round Tapered Universal Filter 6 inch Flange 7.5 inch,All,K&N Round Tapered Universal Filter 6 inch Flange 7.5 inch Base 5 inch Top 8 inch Height,"$1,520.00 ","$1,710.00 ",27-Jun-21,1-Jul-21,D,$0.00 ,E
1,NGK,94968-4,Ignition,VAG 1.4T,1.4T,NGK Laser Iridium Spark Plug Box of 4 (PZKER7A8EGSNK),"$1,530.00 ","$1,720.00 ",28-Jun-22,31-Dec-69,-,$0.00 ,E
1,DEI,10413,Exhaust,Universal,All,DEI Cool-Tape Plus 2in x 60ft Roll,"$1,550.00 ","$1,740.00 ",23-Aug-21,31-Dec-69,-,$0.00 ,E
6,Enkei,460-885-6648SP,Wheel,18x8.5 5x114.3 +48 75mm / Subaru WRX STi,All,Enkei PF01 18x8.5 48mm Offest 5x114.3 Bolt Pattern 75 Bore Dia Silver Wheel 08-10 Subaru STI,"$8,350.00 ","$9,350.00 ",6-Apr-25,28-May-25,A,$0.00 ,E
1,Wilwood,150-8850K,Brake,Caliper 7112,All,Wilwood Pad Set BP-10 7112 DLII BDL Forged Dynalite,"$1,580.00 ","$1,770.00 ",28-Jun-22,31-Dec-69,-,$0.00 ,E
1,K&N,33-3130,Air Filter,Suzuki Swift 1.4T,1.4T,K&N 17-19 SUZUKI SWIFT V L4-1.4L F/I Drop In Filter,"$1,590.00 ","$1,780.00 ",16-Aug-23,31-Dec-69,-,$0.00 ,E
1,Vibrant,12422,Exhaust,Universal,All,Vibrant Titanium 2-Bolt Flange - 3.00in ID / 4.19in Bolt Hole Center-to-Center / 5/16in Thick,"$1,610.00 ","$1,800.00 ",10-Jan-23,31-Dec-69,-,$0.00 ,E
1,K&N,33-5076,Air Filter,Jeep Wrangler,3.6L,K&N 2018 Jeep Wrangler JL 2.0L/3.6L F/I Drop In Air Filter,"$1,630.00 ","$1,820.00 ",17-Sep-24,31-Dec-69,-,$0.00 ,E
,K&N,33-2488,Air Filter,BMW M2/M3/M4 6L 3.0TT S55,3.0TT,K&N Replacement Filter for 11-14 BMW M5/M6 4.4L V8 / 2015 M4/M3 3.0L I6 (2 per box),"$1,630.00 ","$1,830.00 ",2-Mar-21,30-Apr-24,D,$0.00 ,E
,Wilwood,220-6458,Brake,Ford Mustang V8 4.6 GT 01-04,4.6L,Wilwood Flexline Kit 94-03 Mustang w/ SL6 Front Caliper,"$1,640.00 ","$1,830.00 ",15-Jun-21,15-Jun-21,D,$0.00 ,E
1,FTP Motorsport,SG71434,Turbo/SC,Mini F-Chassis B36/B38/B46/B48,1.5T/2.0T,Mini F-Chassis B36/B38/B46/B48 Intake Pipe - Rear Section (inlet),"$5,230.00 ","$5,860.00 ",13-Dec-22,15-Jun-21,D,$0.00 ,E
2,FuelTech,5005100019,Electronics,Universal,All,Water Temperature Sensor Plug Kit,$210.00 ,$230.00 ,23-Apr-24,8-Apr-24,D,$0.00 ,E
,Gates,K080702HD,Turbo/SC,Ford Mustang GT500 +20 (polea 2.75''-2.85''),5.2SC,Gates Fleet Runner Micro-V Belts - 8 Ribs - 70.23in Length 1.087in Width,"$1,670.00 ","$1,870.00 ",23-Sep-24,8-Jun-25,A,$0.00 ,E
1,Gates,K100852HD,Engine,Ford Mustang GT V8 Whipple SC (10 rib),All,Gates 96-99 International/Navistar 9300 Fleetrunner Micro-V Belt,"$1,680.00 ","$1,880.00 ",12-Oct-24,31-Dec-69,-,$0.00 ,E
1,FuelTech,5005100018,Electronics,Universal,All,Air Temperature Sensor Plug Kit,$260.00 ,$290.00 ,23-Apr-24,8-Apr-24,D,$0.00 ,E
,Mishimoto,MMTS-VET-97L,Cooling,Chevrolet LSX 1997+,All,Mishimoto Chevrolet/GMC LSX Racing Thermostat,"$1,710.00 ","$1,910.00 ",25-May-25,25-May-25,B,$0.00 ,E
,COBB Tuning,712101,Air Filter,Subaru Impreza WRX STi,2.0T/2.5T,Cobb WRX/STi Black SF Intake REPLACEMENT FILTER ONLY - NOT A COMPLETE INTAKE,"$1,740.00 ","$1,950.00 ",28-Jun-22,12-Aug-24,D,$0.00 ,E
1,McLeod Racing,139251,Drivetrain,Ford Mustang 05-21,4.6L/5.0L,McLeod Line Assy Mustang 2005-Up 36in With Male Wire Clip Fittings,"$1,740.00 ","$1,950.00 ",30-Jan-25,31-Dec-69,-,$0.00 ,E
2,FuelTech,5005100023,Electronics,Universal,All,Pressure Sensor / Pan Vacuum Sensor Plug Kit,$310.00 ,$350.00 ,5-Jun-25,14-May-25,B,$0.00 ,E
2,FuelTech,5005100015,Electronics,Universal,All,Air Temperature Sensor - w/o mating plug kit,$790.00 ,$890.00 ,17-Mar-25,28-Feb-25,D,$0.00 ,E
,StopTech,950.61021,Brake,Ford Mustang GT V8 5.0 w/Brembo caliper,5.0L,StopTech Stainless Steel Front Brake Lines 2015 Ford Mustang GT w/ Performance Package,"$1,750.00 ","$1,960.00 ",23-Oct-24,23-Oct-24,D,$54.68 ,E
2,FuelTech,5005100016,Electronics,Universal,All,Water Temperature Sensor - w/o mating plug kit,$910.00 ,"$1,020.00 ",17-Mar-25,28-Feb-25,D,$0.00 ,E
1,FuelTech,2001006086,Electronics,Universal,All,FuelTech Nano & NanoPRO LSU4.2 Harness (medida 3ft),"$1,380.00 ","$1,550.00 ",5-Jun-25,14-May-25,B,$0.00 ,E
,DBA,DB15100SP,Brake,Suzuki Jimny 2020+,All,DBA 2020+ Suzuki Jimny 1.5L (A6G) SP Performance Front Brake Pads,"$1,760.00 ","$1,980.00 ",25-May-25,25-May-25,B,$0.00 ,E
,ARP,100-7723,Wheel,Ford Mustang 2005+,All,ARP 05-14 Ford Mustang Rear Wheel Stud Kit (5 studs),"$1,770.00 ","$1,980.00 ",3-Jun-25,31-Dec-69,-,$0.00 ,E
1,FuelTech,2001010315,Electronics,Universal,All,NanoPRO LSU4.9 Harness - 6.5ft,"$1,690.00 ","$1,890.00 ",10-Dec-23,14-May-25,B,$0.00 ,E
,Mishimoto,MMTS-CIV-06,Cooling,Honda K-Series,K20 2.0L/K24 2.4L,Mishimoto 06+ Honda Civic Si Racing Thermostat 68 Degrees,"$1,780.00 ","$2,000.00 ",22-Aug-21,22-Aug-21,D,$0.00 ,E
1,FuelTech,3022000965,Electronics,Universal,All,Bosch LSU4.2 WB-O2 Sensor - w/o weld bung,"$1,910.00 ","$2,140.00 ",17-Mar-25,18-Mar-25,D,$0.00 ,E
1,Turbosmart,TS-0101-1102,Turbo/SC,Universal,All,Turbosmart Boost Tee Manual Boost Controller - Black,"$1,790.00 ","$2,000.00 ",13-Apr-25,31-Dec-69,-,$0.00 ,E
1,Exedy,SC899,Drivetrain,Honda K-Series,2.0L,Exedy Clutch Slave Cylinder Honda K-Series,"$1,820.00 ","$2,030.00 ",22-Mar-23,31-Dec-69,-,$0.00 ,E
1,FuelTech,3020000391,Electronics,Universal,All,Vacuum Distribution Manifold,"$2,050.00 ","$2,300.00 ",17-Dec-24,30-Jul-24,D,$0.00 ,E
2,NGK,48713,Ignition,Chevrolet +05,All,NGK 48713 U5132 Ignition Coil,"$1,830.00 ","$2,050.00 ",19-Nov-23,31-Dec-69,-,$0.00 ,E
1,FuelTech,2001005571,Electronics,Universal,All,FT550 B Unterminated Harness - 10ft - B Harness,"$2,440.00 ","$2,730.00 ",29-May-23,30-Jul-23,D,$0.00 ,E
4,FuelTech,5005100020,Electronics,Universal,All,PS-150 Pressure Sensor (0-150 psi) - Stainless Steel / w/o mating plug kit,"$2,970.00 ","$3,320.00 ",5-Jun-25,14-May-25,B,$0.00 ,E
2,Borla,20153,Exhaust,Universal,All,Borla Universal Polished Tip Single Oval Rolled Angle-Cut w/Clamp (inlet 2 1/4in. Outlet 3 5/8 x 2 1,"$1,860.00 ","$2,080.00 ",17-Feb-22,31-Dec-69,-,$0.00 ,E
2,FuelTech,2001005569,Electronics,Universal,All,FT450/550 A Unterminated Harness - 10ft,"$3,100.00 ","$3,470.00 ",14-May-25,23-Apr-25,D,$0.00 ,E
1,HKS,51007-AK397,Merchandise,Universal,All,HKS Circuit Umbrella - Oil Color,"$1,860.00 ","$2,080.00 ",9-Jun-25,31-Dec-69,-,$0.00 ,E
2,Cometic Gasket,C4589-032,Engine,Subaru BRZ +12,2.0L,Cometic Subaru FA20/FB25 89.5mm .032inch LHS MLX Head Gasket,"$1,880.00 ","$2,100.00 ",22-Nov-22,31-Dec-69,-,$0.00 ,E
1,FuelTech,3010003841,Electronics,Universal,All,WB-O2 Nano - w/o harness / no o2 sensor needed,"$5,030.00 ","$5,640.00 ",17-Mar-25,18-Mar-25,D,$0.00 ,E
1,Gates,K080690HD,Turbo/SC,Ford Mustang GT500 +20 (polea 2.450''),5.2SC,Gates Fleet Runner Micro-V Belt - 8 Ribs 69.01in Length 1.087in Width,"$1,900.00 ","$2,130.00 ",6-May-24,31-Dec-69,-,$0.00 ,E
,Turbosmart,TS-0101-1002,Turbo/SC,Universal,All,Turbosmart GBCV Boost-Tee Black,"$1,900.00 ","$2,130.00 ",26-Sep-21,25-Mar-25,D,$0.00 ,E
,ARB,ARB601,Electronics,Universal,All,ARB Digital Tire Inflator Braided Hose W/Chuck,"$1,900.00 ","$2,130.00 ",5-Jun-25,31-Dec-69,-,$0.00 ,E
1,FuelTech,3010009597,Electronics,Universal,All,Wideband Nano PRO,"$7,410.00 ","$8,300.00 ",17-Dec-24,14-May-25,B,$0.00 ,E
2,FuelTech,5005100338,Electronics,Universal,All,"Thermocouple Exposed Tip - 36""","$1,910.00 ","$2,140.00 ",29-May-23,31-Dec-69,-,$0.00 ,E
3,Vibrant,13530,Exhaust,Universal,All,Vibrant 3.0in. O.D. Titanium Pie Cuts - Bag of 6,"$1,910.00 ","$2,140.00 ",10-Jan-23,31-Dec-69,-,$0.00 ,E
2,FuelTech,2001004001,Electronics,Universal,All,FT600 Unterminated Harness - 10ft,"$7,870.00 ","$8,810.00 ",18-May-25,8-Apr-24,D,$0.00 ,E
,DEI,80140,Turbo/SC,Universal,All,DEI Intercooler Water Sprayer,"$1,920.00 ","$2,150.00 ",23-Aug-21,2-Jul-24,D,$0.00 ,E
1,FuelTech,5022100302,Electronics,Universal,All,SwitchPanel-8 Mini,"$9,690.00 ","$10,850.00 ",8-Sep-23,22-Aug-23,D,$0.00 ,E
1,FuelTech,2002006505,Electronics,Universal,All,FT450/550 4 Cylinder Universal A Harness,"$13,570.00 ","$15,260.00 ",29-May-23,28-Feb-25,D,$0.00 ,E
,StopTech,950.42012,Brake,Nissan 370Z +09,3.7L,StopTech 07-08 Infiniti G35 / 09 G37 / 09 Nissan 370Z Front Stainless Steel Brake Lines,"$1,950.00 ","$2,180.00 ",30-May-21,28-Jun-21,D,$0.00 ,E
1,FuelTech,3010005496,Electronics,Universal,All,FT550 EFI System - w/o harness,"$37,380.00 ","$42,050.00 ",29-May-23,30-Jul-23,D,$0.00 ,E
1,Skunk2,309-05-0010,Engine,Honda K-Series,2.0L/2.4L,Skunk2 06-11 DBW Throttle Body Adapter for Ultra-Series Race Manifold,"$1,960.00 ","$2,190.00 ",17-Mar-25,31-Dec-69,-,$0.00 ,E
1,FuelTech,3010004009,Electronics,Universal,All,FT600 EFI System - w/o harness,"$47,400.00 ","$53,320.00 ",10-Nov-23,8-Apr-24,D,$0.00 ,E
2,BMC,FBTW90-140P,Air Filter,Universal,All,BMC Twin Air Universal Conical Filter w/Polyurethane Top - 90mm ID / 140mm H,"$1,980.00 ","$2,210.00 ",10-Aug-22,31-Dec-69,-,$0.00 ,E
1,Gates,K100572HD,Turbo/SC,Dodge Hellcat/Trackhawk for 2.75''/2.85'' Pulley,6.2SC,Hellcat Supercharger Pulley Kit Belt,"$1,850.00 ","$2,080.00 ",25-May-25,23-Apr-25,D,$0.00 ,E
1,GFB,T9454,Turbo/SC,Ford Focus ST 2.0 12-16,2.0T,GFB VTA Blow off Valve 2012+ Ford Focus ST 2.0L Ecoboost (AU Spec),"$3,920.00 ","$4,400.00 ",16-Jan-23,22-Dec-22,D,$0.00 ,E
1,King Engine Bearings,MB5315XP0.25,Engine,Mitsubishi Evolution IX 09,2.0T,King Mitsubishi 4G63/4G64 7 Bolt EVO V-IX (Size 0.25mm) Performance Main Bearing Set,"$1,990.00 ","$2,230.00 ",29-Jun-22,31-Dec-69,-,$0.00 ,E
1,GFB,T9460,Turbo/SC,Chevrolet Sonic 1.4T/Ford Focus RS +16,1.4T/2.3T,GFB VTA Valve 2016+ Ford Focus RS,"$3,920.00 ","$4,400.00 ",10-Aug-22,27-Jul-22,D,$0.00 ,E
,EBC,DP41872R,Brake,Dodge Durango/Jeep Grand Cherokee +13 14.98'',5.7L/6.4L,EBC 11+ Dodge Durango 3.6 Yellowstuff Rear Brake Pads,"$2,000.00 ","$2,240.00 ",8-Feb-21,3-Apr-23,D,$0.00 ,E
1,GFB,T9203,Turbo/SC,Subaru WRX 02-07/STi 04-20,2.5T,GFB HYBRID TMS Dual Port 01-07 Subaru WRX / 05-08 Forester XT,"$4,390.00 ","$4,920.00 ",23-Apr-25,30-Mar-25,D,$0.00 ,E
,King Engine Bearings,CR4125XPGCSTDX,Engine,Subaru Impreza WRX STi +08,2.5T,King Subaru EJ20/EJ22/EJ25 (Size STDX) pMaxKote Performance Rod Bearing Set,"$2,010.00 ","$2,250.00 ",31-Jan-24,6-Oct-24,D,$0.00 ,E
,Cometic Gasket,C4312-040,Engine,Honda K-Series,K20 2.0L/K24 2.4L,Cometic Honda K20/K24 88mm Head Gasket .040 inch MLS Head Gasket,"$2,020.00 ","$2,270.00 ",8-Feb-21,24-Feb-23,D,$0.00 ,E
1,Sparco,03741BT01,Interior,Universal,All,Sparco Shift Knob Piuma Silver,"$2,030.00 ","$2,270.00 ",18-Dec-23,31-Dec-69,-,$0.00 ,E
1,GFB,T9207,Turbo/SC,Subaru WRX 2.0T 15+,2.0T,GFB HYBRID TMS Dual Port 15+ Subaru WRX / Forester,"$4,520.00 ","$5,070.00 ",16-Jan-22,8-Jan-22,D,$0.00 ,E
1,Mishimoto,MMLP-F80-15,Exterior,BMW F-Series,All,Mishimoto 15-20 BMW F8X M3/M4 License Plate Relocation Kit,"$2,050.00 ","$2,290.00 ",5-Jun-25,31-Dec-69,-,$0.00 ,E
1,Mishimoto,MMLP-G80-21,Exterior,BMW G-Series,All,2021+ BMW G80 M3 License Plate Relocation Kit,"$2,050.00 ","$2,290.00 ",5-Jun-25,31-Dec-69,-,$0.00 ,E
2,GFB,T9480,Turbo/SC,Audi/Cupra/Seat/Volkswagen MK8 2.0T EVO +21,2.0T,GFB VTA Blow Off Valve 2022+ VW Golf R Mk8 / 2016+ Audi S4 B9 w/Continental Diverter,"$4,960.00 ","$5,560.00 ",25-May-25,18-May-25,B,$0.00 ,E
1,GFB,T9430,Turbo/SC,Audi 1.2L/1.4L TFSI/TSI +13,1.2T/1.4T,GFB VTA BOV 2013+ Audi 1.2L/1.4L TFSI/TSI,"$5,500.00 ","$6,160.00 ",18-May-25,5-May-25,C,$0.00 ,E
2,NGK,51440,Ignition,Chevrolet,All,NGK Buick Allure 2009 Spark Plug Wire Set,"$2,050.00 ","$2,300.00 ",19-Nov-23,31-Dec-69,-,$0.00 ,E
1,GFB,T9659,Turbo/SC,Audi / Seat / Volkswagen 2.0,1.8T/2.0T,GFB DVX D+ Diverter Valves Suits 2014+ Audi 8V S33 and MK 7 Golf R,"$6,270.00 ","$7,020.00 ",16-Aug-23,16-Jul-23,D,$0.00 ,E
2,Girodisc,A1-309,Brake,Audi Q7 3.0TT +17/Seat Leon Cupra 2.0T (Adaptado),All,GiroDisc 97-04 Audi A6/Allroad (C5 w/Brembo 18Z 6 Pot) Slotted Front Rotors 350mm,"$19,100.00 ","$21,490.00 ",29-Jan-24,12-Jan-24,D,$0.00 ,E
1,EBC,DP22201,Brake,Audi/Seat/Volkswagen Golf GTI 2.0T,2.0T,EBC 15+ Volkswagen GTi 2.0 Turbo Greenstuff Rear Brake Pads,"$2,070.00 ","$2,320.00 ",6-May-22,31-Dec-69,-,$0.00 ,E
,Mishimoto,MMTS-370Z-10L,Cooling,Nissan 370Z V6 3.7 2009+,3.7L,Mishimoto 09+ Nissan 370Z 155 Deg F / 68 Deg C Racing Thermostat and Housing,"$2,070.00 ","$2,320.00 ",25-May-25,25-May-25,B,$0.00 ,E
,APR,RF100015,Air Filter,Universal,All,APR Replacement Filter For 3.0T Intake CI100037,"$2,080.00 ","$2,330.00 ",26-Jun-24,8-Dec-24,D,$0.00 ,E
1,Goodridge,39090,Brake,Audi/Volkswagen/Seat 08-12,All,Goodridge 08-12 Volkswagen Touareg (excl 368mm Disc Brakes) SS Brake Lines,"$2,950.00 ","$3,310.00 ",11-Feb-24,9-Jan-24,D,$0.00 ,E
1,Grams Performance,G2-99-1200,Fuel,Universal,All,Grams Performance 0-120 PSI Fuel Pressure Gauge,$670.00 ,$750.00 ,18-Feb-23,11-Aug-24,D,$0.00 ,E
1,aFe Power,50-70119S,Air Filter,Toyota Tacoma 4L 2.4T 2024+,2.4T,aFe Dynamic Air Scoop For Intake kits 50-70119D & 50-70119R,"$2,130.00 ","$2,380.00 ",30-Mar-25,31-Dec-69,-,$0.00 ,E
,BMC,FB926/20,Air Filter,Porsche 2.0T 2016-2018,2.0T,BMC 2016+ Porsche Boxster / Boxster S 2.0 Replacement Panel Air Filter,"$2,150.00 ","$2,400.00 ",17-Jul-23,3-Dec-24,D,$0.00 ,E
1,H&R,6065661,Wheel,30mm 5x114.3 Center Bore 66.1mm,All,H&R Trak+ 30mm DRM Wheel Adaptor Bolt 5/114.3 Center Bore 66.1 Stud Thread 12x1.25,"$3,810.00 ","$4,270.00 ",25-May-25,27-Mar-25,D,$0.00 ,E
1,King Engine Bearings,CR8058SI0.25,Engine,Ford,All,King Ford 6.2L V8 (Size +.25) Connecting Rod Bearing Set (Set of 8),"$2,150.00 ","$2,410.00 ",16-Nov-24,31-Dec-69,-,$0.00 ,E
1,Hawk Performance,HB377N.760,Brake,Dodge Neon SRT4 2.4T,2.4T,Hawk SRT4 HP+ Street Front Brake Pads,"$2,950.00 ","$3,300.00 ",13-Jul-23,14-May-23,D,$0.00 ,E
1,Hawk Performance,HB802B.661,Brake,Ford Mustang GT 15-20,5.0L,Hawk 15-17 Ford Mustang Performance Package HPS 5.0 Front Brake Pads,"$3,190.00 ","$3,570.00 ",13-Feb-23,23-Jan-23,D,$0.00 ,E
1,Hawk Performance,HB521W.650,Brake,Universal 7420 Caliper,All,Hawk Wilwood BB SL (Civic Si 8th) 7420 DTC-30 Performance Race Pads,"$3,680.00 ","$4,120.00 ",6-Sep-24,4-Mar-24,D,$0.00 ,E
,ARB,ARB510,Electronics,Universal,All,ARB E-Z Deflator Digital Gauge All Measurements Digital,"$2,180.00 ","$2,440.00 ",5-Jun-25,31-Dec-69,-,$0.00 ,E
2,HKS,51007-AK227,Merchandise,Universal,All,HKS Oil Color Hand Towel,$420.00 ,$470.00 ,16-Aug-23,14-Sep-23,D,$0.00 ,E
,DeatschWerks,9-201-1000,Fuel,Universal,All,DeatschWerks 255 LPH In-Tank Fuel Pump w/ Universal Set Up Kit,"$2,200.00 ","$2,460.00 ",30-Nov-21,8-Jan-22,D,$0.00 ,E
,KYB,235920,Suspension,Mustang 2007 4.6L,4.6L,Mustang 2007 4.6L,"$2,190.00 ","$2,460.00 ",22-Aug-21,22-Aug-21,D,$0.00 ,E
3,HKS,51007-AK276,Merchandise,Universal,All,HKS X Tone Ratchet Key Chain,$570.00 ,$630.00 ,11-Jun-24,28-May-24,D,$0.00 ,E
10,HKS,50003-M45HL,Ignition,Nissan GT-R V6 3.8TT +09,3.8TT,HKS Nissan/Infinity VQ35HR M-Series Spark Plugs (One Step Colder),$640.00 ,$710.00 ,17-Mar-25,18-Feb-25,D,$0.00 ,E
1,NRG,LN-LS700RD-21,Wheel,M12x1.5,All,NRG 700 Series M12 X 1.5 Steel Lug Nut w/Dust Cap Cover Set 21 Pc w/Locks & Lock Socket - Red,"$2,210.00 ","$2,480.00 ",7-Jan-24,31-Dec-69,-,$0.00 ,E
1,Walbro,GSL392,Fuel,Universal,All,Walbro 255lph Universal In-Line High Pressure Fuel Pump *WARNING - GSL 392*,"$2,250.00 ","$2,520.00 ",14-Nov-22,31-Dec-69,-,$0.00 ,E
,King Engine Bearings,MB5734XP,Engine,Ford Mustang 302,5.0L,King Ford Mustang Prod 302 Coyote (Size STD) Performance Main Bearing Set,"$2,260.00 ","$2,530.00 ",16-Aug-23,16-Aug-23,D,$0.00 ,E
3,Vibrant,29961,Exhaust,Universal,All,Vibrant TIG Wire Titanium - 0.062in. Thick (1.6mm) - 1 Meter Long Rod - 1 lb box,"$2,260.00 ","$2,530.00 ",10-Jan-23,31-Dec-69,-,$0.00 ,E
1,HKS,70028-AT002,Air Filter,Toyota Yaris GR 1.6T +22,1.6T,HKS TOYOTA GR YARIS Carbon Racing Suction,"$16,860.00 ","$18,970.00 ",25-Feb-24,11-Feb-24,D,$0.00 ,E
1,Injector Dynamics,1050.60.14.14.4,Fuel,Nissan KA24,2.4L,Injector Dynamics ID1050X Injectors 14mm (Purple) Top (Set of 4),"$10,420.00 ","$11,670.00 ",4-Jul-23,8-Aug-24,D,$0.00 ,E
2,EBC,DP41156/2R,Brake,Ford Mustang Cobra +98,4.6L,EBC 94-04 Ford Mustang 4.6 Cobra Yellowstuff Rear Brake Pads,"$2,280.00 ","$2,560.00 ",17-Dec-24,31-Dec-69,-,$0.00 ,E
,K&N,RU-1042,Air Filter,Clamp-On Filter 6in FLG / 7-1/2in B / 5in T / 6-1/2in H,All,K&N Universal Clamp-On Filter 6in FLG / 7-1/2in B / 5in T / 6-1/2in H,"$2,290.00 ","$2,560.00 ",24-Sep-23,26-Sep-23,D,$0.00 ,E
,DEI,80203,Electronics,Universal,All,DEI Adjustable Timer Switch,"$2,300.00 ","$2,570.00 ",23-Aug-21,28-Jun-22,D,$0.00 ,E
,Turbosmart,TS-0223-3001,Turbo/SC,Audi/Seat/Volkswagen 2.0T,2.0T,Turbosmart BOV Kompact VR1 Solenoid Replacement,"$2,290.00 ","$2,570.00 ",20-Sep-21,8-Jan-22,D,$0.00 ,E
1,Injen,SP3078BLK,Air Filter,"Audi A3/Seat/Volkswagen Polo, GTI 1.8T/2.0T MK7",1.8T/2.0T,Injen 15-18 VW Golf / GTI MKVII 2.0L Turbo TSI Black Short Ram Intake with MR Tech and Heat Shield,"$5,790.00 ","$6,480.00 ",23-Oct-24,23-Oct-24,D,$0.00 ,E
1,Brian Crower,BC2940,Engine,Acura/Honda,All,Brian Crower Honda/Acura 5.5mm Stem Keepers/Locks (fits BC2010 & BC2011 retainers),"$2,320.00 ","$2,600.00 ",11-Jan-24,31-Dec-69,-,$0.00 ,E
,Hel,POR-4-209,Brake,Porsche Cayman S 718 982 2017+,2.0T/2.5T,HEL Porsche Cayman S 718 (2017-) Braided Brake Lines,"$2,320.00 ","$2,600.00 ",18-Dec-23,13-May-24,D,$0.00 ,E
1,Nardi,3220.50.0006,Interior,Universal,All,Nardi Shift Knob Prestige Line Mahogany Dark,"$2,320.00 ","$2,600.00 ",18-Dec-23,31-Dec-69,-,$0.00 ,E
1,EBC,DP32132C,Brake,BMW X3 F25 2.0T,2.0T,EBC 14+ BMW 228 Coupe 2.0 Turbo ATE calipers Redstuff Rear Brake Pads,"$2,330.00 ","$2,610.00 ",4-Jul-21,31-Dec-69,-,$0.00 ,E
,King Engine Bearings,CR4125XPGC,Engine,Subaru Impreza WRX STi +08,2.5T,King Subaru EJ20/EJ22/EJ25 (Suites 52mm Journal Size) (Size STD) Tri-Metal Coated Rod Bearing Set,"$2,330.00 ","$2,610.00 ",9-Feb-25,5-Jun-25,A,$0.00 ,E
1,Injen,EVO9204,Air Filter,Ford Mustang GT 5.0L V8 Evolution Intake,5.0L,Injen 15-17 Ford Mustang GT 5.0L V8 Evolution Intake,"$7,230.00 ","$8,100.00 ",5-Jun-25,23-Apr-25,D,$0.00 ,E
,Nitrous Express,11144,Nitrous,Universal,All,Nitrous Express 4AN 12ft Stainless Steel Braided Hose - Black,"$2,340.00 ","$2,620.00 ",22-Mar-23,25-May-23,D,$0.00 ,E
1,Wilwood,260-11179,Brake,Universal,All,Wilwood Proportioning Valve - Knob Adjust 3/8-24 IF Combo w/ switch,"$2,360.00 ","$2,640.00 ",4-Nov-24,31-Dec-69,-,$0.00 ,E
1,Cometic Gasket,C14043-040,Engine,Honda K-Series,2.0L/2.4L,Cometic Honda K20 / K24 90mm Bore .040 inch MLS Head Gasket,"$2,370.00 ","$2,650.00 ",24-Feb-23,31-Dec-69,-,$0.00 ,E
,Perrin,PSP-ENG-550RD,Exterior,Subaru WRX STi 08-14,2.5T,Perrin 2015+ Subaru WRX/STI Fender Shroud Set - Red,"$2,380.00 ","$2,660.00 ",1-Feb-22,30-May-22,D,$0.00 ,E
,DEI,10110,Exhaust,Universal,All,DEI Exhaust Wrap Kit - Black Wrap and Black HT Silicone Coating,"$2,390.00 ","$2,680.00 ",8-Feb-21,8-Sep-21,D,$0.00 ,E
1,EBC,DP43022R,Brake,"Cadillac/Chevrolet Silverado, Suburban, Tahoe V8 5.3",5.3L,EBC 15+ Cadillac Escalade 6.2 2WD Yellowstuff Rear Brake Pads,"$2,390.00 ","$2,680.00 ",22-Oct-24,31-Dec-69,-,$0.00 ,E
